# Identity Change Acceptance ratios and number of Accepted and Trial Moves (per box) as a function of Lambda
 0.00500 0.00000         0         0
 0.01500 0.00000         0         0
 0.02500 0.00000         0         0
 0.03500 0.00000         0         0
 0.04500 0.00000         0         0
 0.05500 0.00000         0         0
 0.06500 0.00000         0         0
 0.07500 0.00000         0         0
 0.08500 0.00000         0         0
 0.09500 0.00000         0         0
 0.10500 0.00000         0         0
 0.11500 0.00000         0         0
 0.12500 0.00000         0         0
 0.13500 0.00000         0         0
 0.14500 0.00000         0         0
 0.15500 0.00000         0         0
 0.16500 0.00000         0         0
 0.17500 0.00000         0         0
 0.18500 0.00000         0         0
 0.19500 0.00000         0         0
 0.20500 0.00000         0         0
 0.21500 0.00000         0         0
 0.22500 0.00000         0         0
 0.23500 0.00000         0         0
 0.24500 0.00000         0         0
 0.25500 0.00000         0         0
 0.26500 0.00000         0         0
 0.27500 0.00000         0         0
 0.28500 0.00000         0         0
 0.29500 0.00000         0         0
 0.30500 0.00000         0         0
 0.31500 0.00000         0         0
 0.32500 0.00000         0         0
 0.33500 0.00000         0         0
 0.34500 0.00000         0         0
 0.35500 0.00000         0         0
 0.36500 0.00000         0         0
 0.37500 0.00000         0         0
 0.38500 0.00000         0         0
 0.39500 0.00000         0         0
 0.40500 0.00000         0         0
 0.41500 0.00000         0         0
 0.42500 0.00000         0         0
 0.43500 0.00000         0         0
 0.44500 0.00000         0         0
 0.45500 0.00000         0         0
 0.46500 0.00000         0         0
 0.47500 0.00000         0         0
 0.48500 0.00000         0         0
 0.49500 0.00000         0         0
 0.50500 0.00000         0         0
 0.51500 0.00000         0         0
 0.52500 0.00000         0         0
 0.53500 0.00000         0         0
 0.54500 0.00000         0         0
 0.55500 0.00000         0         0
 0.56500 0.00000         0         0
 0.57500 0.00000         0         0
 0.58500 0.00000         0         0
 0.59500 0.00000         0         0
 0.60500 0.00000         0         0
 0.61500 0.00000         0         0
 0.62500 0.00000         0         0
 0.63500 0.00000         0         0
 0.64500 0.00000         0         0
 0.65500 0.00000         0         0
 0.66500 0.00000         0         0
 0.67500 0.00000         0         0
 0.68500 0.00000         0         0
 0.69500 0.00000         0         0
 0.70500 0.00000         0         0
 0.71500 0.00000         0         0
 0.72500 0.00000         0         0
 0.73500 0.00000         0         0
 0.74500 0.00000         0         0
 0.75500 0.00000         0         0
 0.76500 0.00000         0         0
 0.77500 0.00000         0         0
 0.78500 0.00000         0         0
 0.79500 0.00000         0         0
 0.80500 0.00000         0         0
 0.81500 0.00000         0         0
 0.82500 0.00000         0         0
 0.83500 0.00000         0         0
 0.84500 0.00000         0         0
 0.85500 0.00000         0         0
 0.86500 0.00000         0         0
 0.87500 0.00000         0         0
 0.88500 0.00000         0         0
 0.89500 0.00000         0         0
 0.90500 0.00000         0         0
 0.91500 0.00000         0         0
 0.92500 0.00000         0         0
 0.93500 0.00000         0         0
 0.94500 0.00000         0         0
 0.95500 0.00000         0         0
 0.96500 0.00000         0         0
 0.97500 0.00000         0         0
 0.98500 0.00000         0         0
 0.99500 0.00000         0         0


