# Lambda, 1/Volume
 0.0000000   0.4110198112E-004
 0.0101010   0.4109750501E-004
 0.0202020   0.4110255540E-004
 0.0303030   0.4109795241E-004
 0.0404040   0.4110610509E-004
 0.0505051   0.4111083862E-004
 0.0606061   0.4110748941E-004
 0.0707071   0.4108343650E-004
 0.0808081   0.4109471636E-004
 0.0909091   0.4110803700E-004
 0.1010101   0.4110444922E-004
 0.1111111   0.4109614564E-004
 0.1212121   0.4110329317E-004
 0.1313131   0.4109089582E-004
 0.1414141   0.4108760475E-004
 0.1515152   0.4109075627E-004
 0.1616162   0.4107998552E-004
 0.1717172   0.4107544815E-004
 0.1818182   0.4107422423E-004
 0.1919192   0.4108305209E-004
 0.2020202   0.4107869408E-004
 0.2121212   0.4107416918E-004
 0.2222222   0.4108248995E-004
 0.2323232   0.4107548804E-004
 0.2424242   0.4107466017E-004
 0.2525253   0.4107777048E-004
 0.2626263   0.4107508328E-004
 0.2727273   0.4107363390E-004
 0.2828283   0.4107935971E-004
 0.2929293   0.4107381772E-004
 0.3030303   0.4107541731E-004
 0.3131313   0.4107613329E-004
 0.3232323   0.4106740197E-004
 0.3333333   0.4107543317E-004
 0.3434343   0.4106702745E-004
 0.3535354   0.4107575665E-004
 0.3636364   0.4106643080E-004
 0.3737374   0.4106738868E-004
 0.3838384   0.4105932035E-004
 0.3939394   0.4106106814E-004
 0.4040404   0.4107013977E-004
 0.4141414   0.4105338709E-004
 0.4242424   0.4105770717E-004
 0.4343434   0.4106438542E-004
 0.4444444   0.4105254592E-004
 0.4545455   0.4105388251E-004
 0.4646465   0.4104822429E-004
 0.4747475   0.4106053737E-004
 0.4848485   0.4105835554E-004
 0.4949495   0.4104964364E-004
 0.5050505   0.4105025401E-004
 0.5151515   0.4105845941E-004
 0.5252525   0.4104966500E-004
 0.5353535   0.4104892813E-004
 0.5454545   0.4104622691E-004
 0.5555556   0.4105107083E-004
 0.5656566   0.4105152760E-004
 0.5757576   0.4105128227E-004
 0.5858586   0.4105739257E-004
 0.5959596   0.4105729499E-004
 0.6060606   0.4105605655E-004
 0.6161616   0.4105482740E-004
 0.6262626   0.4104792135E-004
 0.6363636   0.4104616054E-004
 0.6464646   0.4105651779E-004
 0.6565657   0.4105765276E-004
 0.6666667   0.4104991825E-004
 0.6767677   0.4105293676E-004
 0.6868687   0.4105816078E-004
 0.6969697   0.4105635966E-004
 0.7070707   0.4105813659E-004
 0.7171717   0.4106056273E-004
 0.7272727   0.4105213940E-004
 0.7373737   0.4105738335E-004
 0.7474747   0.4106105295E-004
 0.7575758   0.4105555735E-004
 0.7676768   0.4105802277E-004
 0.7777778   0.4106073666E-004
 0.7878788   0.4105882125E-004
 0.7979798   0.4105557290E-004
 0.8080808   0.4105960315E-004
 0.8181818   0.4106899762E-004
 0.8282828   0.4106305121E-004
 0.8383838   0.4106156816E-004
